category,display_name,id,chat,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba5,"Obstructive apnea per hour with arousals (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp,"Obstructive apnea per hour (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp2,"Obstructive apnea per hour (REM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp3,"Obstructive apnea per hour (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp4,"Obstructive apnea per hour (REM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp5,"Obstructive apnea per hour (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa,"Obstructive apnea per hour with arousals (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa2,"Obstructive apnea per hour with arousals (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa3,"Obstructive apnea per hour with arousals (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa4,"Obstructive apnea per hour with arousals (REM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa5,"Obstructive apnea per hour with arousals (REM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop,"Obstructive apnea per hour (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop2,"Obstructive apnea per hour (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop3,"Obstructive apnea per hour (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop4,"Obstructive apnea per hour (REM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop5,"Obstructive apnea per hour (REM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,,,,,,,,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba,"Number of hypopnea with arousals (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba2,"Number of hypopnea with arousals (NREM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba3,"Number of hypopnea with arousals (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba4,"Number of hypopnea with arousals (NREM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba5,"Number of hypopnea with arousals (NREM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp,"Number of hypopnea (NREM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp2,"Number of hypopnea (NREM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp3,"Number of hypopnea (NREM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp4,"Number of hypopnea (NREM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp5,"Number of hypopnea (NREM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa,"Number of hypopnea with arousals (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa2,"Number of hypopnea with arousals (NREM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa3,"Number of hypopnea with arousals (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa4,"Number of hypopnea with arousals (NREM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa5,"Number of hypopnea with arousals (NREM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop,"Number of hypopnea (NREM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop2,"Number of hypopnea (NREM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop3,"Number of hypopnea (NREM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop4,"Number of hypopnea (NREM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop5,"Number of hypopnea (NREM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba,"Number of hypopnea with arousals (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba2,"Number of hypopnea with arousals (REM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba3,"Number of hypopnea with arousals (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba4,"Number of hypopnea with arousals (REM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba5,"Number of hypopnea with arousals (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp,"Number of hypopnea (REM, Back, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp2,"Number of hypopnea (REM, Back, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp3,"Number of hypopnea (REM, Back, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp4,"Number of hypopnea (REM, Back, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp5,"Number of hypopnea (REM, Back, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa,"Number of hypopnea with arousals (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa2,"Number of hypopnea with arousals (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa3,"Number of hypopnea with arousals (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa4,"Number of hypopnea with arousals (REM, Other, 4% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa5,"Number of hypopnea with arousals (REM, Other, 5% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop,"Number of hypopnea (REM, Other, all desaturations)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop2,"Number of hypopnea (REM, Other, 2% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop3,"Number of hypopnea (REM, Other, 3% desaturation)",CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
