category,display_name,id,mesa,definition,source,time,method,formula,equipment,link
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Semantic Condition vs. Initial Letter Condition,nepsy2contscvsilc,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Dominant Hand,purduepegdh,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Nondominant Hand,purduepegnh,,,,,,,,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Both Hands,purduepegbh,,,,,,,,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Caregiver - Long Version Global Index T Score,connerscarelvgitscore,,,,,,,,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Teacher - Long Version Global Index T Score,connersteachlvgitscore,,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Caregiver - Global Excecutive Composite T Score,briefcaregectscore,,,,,,,,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Teacher - Global Excecutive Composite T Score,briefteachgectscore,,,,,,,,
14 - Neurocognitive Testing/PedsQL,Pediatric Quality of Life Inventory (PedsQL) Score,pedsql,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Recall of Designs,das2rod,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Word Definitions,das2wd,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Pattern Construction,das2pc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Matrices,das2m,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Similarities,das2vs,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Sequential and Quantitative Reasoning,das2saqr,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Verbal Composite,das2vc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Nonverbal Reasoning Composite,das2nrc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Spatial Composite,das2sc,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - General Cognitive Ability ,das2gca,,,,,,,,
14 - Neurocognitive Testing/DAS-II,Differential Ability Scales-II (DAS-II) - Special Nonverbal Composite ,das2snc,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning",wraml2vl,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recall",wraml2vlrecall,,,,,,,,
14 - Neurocognitive Testing/WRAML2,"Wide Range Assessment of Memory and Learning, Second Edition (WRAML2) - Verbal Learning Recognition",wraml2vlrecog,,,,,,,,
15 - Imaging,Echocardiogram,ech,,,,,,,,
15 - Imaging,Cardiac MRI,cardmri,,,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,pslft5,Adjusted CAC Score-Left,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,pslad5,Adjusted CAC Score-LAD,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,pscrc5,Adjusted CAC Score-Circumflex,,,,,,
15 - Imaging,Coronary calcium scan,coroncalcscan,psrt5,Adjusted CAC Score-Right,,,,,,
15 - Imaging,Carotid ultrasound - plaque,carotidusplaque,,,,,,,,
15 - Imaging,Carotid ultrasound - intima media thickness,carotidusimt,,,,,,,,
15 - Imaging,Lung volume assessment,lungvolassess,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band end,spectalphabandend,alpha_bandend5,Alpha Band End (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band start,spectalphabandstart,alpha_bandstart5,Alpha Band Start (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in NREM sleep,spectalphalognrem,alpha_lognrem5,Log Transformed Alpha Power Density In NREM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in REM sleep,spectalphalogrem,alpha_logrem5,Log Transformed Alpha Power Density In REM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in sleep,spectalphalogsleep,alpha_logsleep5,Log Transformed Alpha Power Density In Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in NREM sleep,spectalphanrem,alpha_nrem5,Alpha Power Density In NREM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in REM sleep,spectalpharem,alpha_rem5,Alpha Power Density In REM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in sleep,spectalphasleep,alpha_sleep5,Alpha Power Density In Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band end,spectbetabandend,beta_bandend5,Beta Band End (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band start,spectbetabandstart,beta_bandstart5,Beta Band Start (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in NREM sleep,spectbetalognrem,beta_lognrem5,Log Transformed Beta Power Density In NREM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in REM sleep,spectbetalogrem,beta_logrem5,Log Transformed Beta Power Density In REM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in sleep,spectbetalogsleep,beta_logsleep5,Log Transformed Beta Power Density In Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in NREM sleep,spectbetanrem,beta_nrem5,Beta Power Density In NREM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in REM sleep,spectbetarem,beta_rem5,Beta Power Density In REM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in sleep,spectbetasleep,beta_sleep5,Beta Power Density In Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band end,spectdeltabandend,delta_bandend5,Delta Band End (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band start,spectdeltabandstart,delta_bandstart5,Delta Band Start (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in NREM sleep,spectdeltalognrem,delta_lognrem5,Log Transformed Delta Power Density In NREM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in REM sleep,spectdeltalogrem,delta_logrem5,Log Transformed Delta Power Density In REM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in sleep,spectdeltalogsleep,delta_logsleep5,Log Transformed Delta Power Density In Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in NREM sleep,spectdeltanrem,delta_nrem5,Delta Power Density In NREM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in REM sleep,spectdeltarem,delta_rem5,Delta Power Density In REM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in sleep,spectdeltasleep,delta_sleep5,Delta Power Density In Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band end,spectfastsigmabandend,fastsigma_bandend5,Fast Sigma Band End (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band start,spectfastsigmabandstart,fastsigma_bandstart5,Fast Sigma Band Start (hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in NREM sleep,spectfastsigmalognrem,fastsigma_lognrem5,Log Transformed Fast Sigma Power Density In NREM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in REM sleep,spectfastsigmalogrem,fastsigma_logrem5,Log Transformed Fast Sigma Power Density In REM Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in sleep,spectfastsigmalogsleep,fastsigma_logsleep5,Log Transformed Fast Sigma Power Density In Sleep,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in NREM sleep,spectfastsigmanrem,fastsigma_nrem5,Fast Sigma Power Density In NREM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in REM sleep,spectfastsigmarem,fastsigma_rem5,Fast Sigma Power Density In REM Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in sleep,spectfastsigmasleep,fastsigma_sleep5,Fast Sigma Power Density In Sleep (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0.5 Hertz,spectnrem0point5hz,nrem_0_5_hz5,NREM Power Density At 0.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0 Hertz,spectnrem0hz,nrem_0_hz5,NREM Power Density At 0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.5 Hertz,spectnrem10point5hz,nrem_10_5_hz5,NREM Power Density At 10.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.0 Hertz,spectnrem10hz,nrem_10_hz5,NREM Power Density At 10.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.5 Hertz,spectnrem11point5hz,nrem_11_5_hz5,NREM Power Density At 11.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.0 Hertz,spectnrem11hz,nrem_11_hz5,NREM Power Density At 11.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.5 Hertz,spectnrem12point5hz,nrem_12_5_hz5,NREM Power Density At 12.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.0 Hertz,spectnrem12hz,nrem_12_hz5,NREM Power Density At 12.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.5 Hertz,spectnrem13point5hz,nrem_13_5_hz5,NREM Power Density At 13.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.0 Hertz,spectnrem13hz,nrem_13_hz5,NREM Power Density At 13.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.5 Hertz,spectnrem14point5hz,nrem_14_5_hz5,NREM Power Density At 14.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.0 Hertz,spectnrem14hz,nrem_14_hz5,NREM Power Density At 14.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.5 Hertz,spectnrem15point5hz,nrem_15_5_hz5,NREM Power Density At 15.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.0 Hertz,spectnrem15hz,nrem_15_hz5,NREM Power Density At 15.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.5 Hertz,spectnrem16point5hz,nrem_16_5_hz5,NREM Power Density At 16.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.0 Hertz,spectnrem16hz,nrem_16_hz5,NREM Power Density At 16.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.5 Hertz,spectnrem17point5hz,nrem_17_5_hz5,NREM Power Density At 17.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.0 Hertz,spectnrem17hz,nrem_17_hz5,NREM Power Density At 17.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.5 Hertz,spectnrem18point5hz,nrem_18_5_hz5,NREM Power Density At 18.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.0 Hertz,spectnrem18hz,nrem_18_hz5,NREM Power Density At 18.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.5 Hertz,spectnrem19point5hz,nrem_19_5_hz5,NREM Power Density At 19.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.0 Hertz,spectnrem19hz,nrem_19_hz5,NREM Power Density At 19.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.5 Hertz,spectnrem1point5hz,nrem_1_5_hz5,NREM Power Density At 1.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.0 Hertz,spectnrem1hz,nrem_1_hz5,NREM Power Density At 1.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.5 Hertz,spectnrem20point5hz,nrem_20_5_hz5,NREM Power Density At 20.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.0 Hertz,spectnrem20hz,nrem_20_hz5,NREM Power Density At 20.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.5 Hertz,spectnrem21point5hz,nrem_21_5_hz5,NREM Power Density At 21.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.0 Hertz,spectnrem21hz,nrem_21_hz5,NREM Power Density At 21.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.5 Hertz,spectnrem22point5hz,nrem_22_5_hz5,NREM Power Density At 22.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.0 Hertz,spectnrem22hz,nrem_22_hz5,NREM Power Density At 22.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.5 Hertz,spectnrem23point5hz,nrem_23_5_hz5,NREM Power Density At 23.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.0 Hertz,spectnrem23hz,nrem_23_hz5,NREM Power Density At 23.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.5 Hertz,spectnrem24point5hz,nrem_24_5_hz5,NREM Power Density At 24.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.0 Hertz,spectnrem24hz,nrem_24_hz5,NREM Power Density At 24.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 25.0 Hertz,spectnrem25hz,nrem_25_hz5,NREM Power Density At 25.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.5 Hertz,spectnrem2point5hz,nrem_2_5_hz5,NREM Power Density At 2.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.0 Hertz,spectnrem2hz,nrem_2_hz5,NREM Power Density At 2.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.5 Hertz,spectnrem3point5hz,nrem_3_5_hz5,NREM Power Density At 3.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.0 Hertz,spectnrem3hz,nrem_3_hz5,NREM Power Density At 3.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.5 Hertz,spectnrem4point5hz,nrem_4_5_hz5,NREM Power Density At 4.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.0 Hertz,spectnrem4hz,nrem_4_hz5,NREM Power Density At 4.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.5 Hertz,spectnrem5point5hz,nrem_5_5_hz5,NREM Power Density At 5.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.0 Hertz,spectnrem5hz,nrem_5_hz5,NREM Power Density At 5.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.5 Hertz,spectnrem6point5hz,nrem_6_5_hz5,NREM Power Density At 6.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.0 Hertz,spectnrem6hz,nrem_6_hz5,NREM Power Density At 6.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.5 Hertz,spectnrem7point5hz,nrem_7_5_hz5,NREM Power Density At 7.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.0 Hertz,spectnrem7hz,nrem_7_hz5,NREM Power Density At 7.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.5 Hertz,spectnrem8point5hz,nrem_8_5_hz5,NREM Power Density At 8.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.0 Hertz,spectnrem8hz,nrem_8_hz5,NREM Power Density At 8.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.5 Hertz,spectnrem9point5hz,nrem_9_5_hz5,NREM Power Density At 9.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.0 Hertz,spectnrem9hz,nrem_9_hz5,NREM Power Density At 9.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0.5 Hertz,spectrem0point5hz,rem_0_5_hz5,REM Power Density At 0.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0 Hertz,spectrem0hz,rem_0_hz5,REM Power Density At 0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.5 Hertz,spectrem10point5hz,rem_10_5_hz5,REM Power Density At 10.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.0 Hertz,spectrem10hz,rem_10_hz5,REM Power Density At 10.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.5 Hertz,spectrem11point5hz,rem_11_5_hz5,REM Power Density At 11.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.0 Hertz,spectrem11hz,rem_11_hz5,REM Power Density At 11.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.5 Hertz,spectrem12point5hz,rem_12_5_hz5,REM Power Density At 12.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.0 Hertz,spectrem12hz,rem_12_hz5,REM Power Density At 12.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.5 Hertz,spectrem13point5hz,rem_13_5_hz5,REM Power Density At 13.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.0 Hertz,spectrem13hz,rem_13_hz5,REM Power Density At 13.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.5 Hertz,spectrem14point5hz,rem_14_5_hz5,REM Power Density At 14.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.0 Hertz,spectrem14hz,rem_14_hz5,REM Power Density At 14.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.5 Hertz,spectrem15point5hz,rem_15_5_hz5,REM Power Density At 15.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.0 Hertz,spectrem15hz,rem_15_hz5,REM Power Density At 15.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.5 Hertz,spectrem16point5hz,rem_16_5_hz5,REM Power Density At 16.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.0 Hertz,spectrem16hz,rem_16_hz5,REM Power Density At 16.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.5 Hertz,spectrem17point5hz,rem_17_5_hz5,REM Power Density At 17.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.0 Hertz,spectrem17hz,rem_17_hz5,REM Power Density At 17.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.5 Hertz,spectrem18point5hz,rem_18_5_hz5,REM Power Density At 18.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.0 Hertz,spectrem18hz,rem_18_hz5,REM Power Density At 18.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.5 Hertz,spectrem19point5hz,rem_19_5_hz5,REM Power Density At 19.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.0 Hertz,spectrem19hz,rem_19_hz5,REM Power Density At 19.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.5 Hertz,spectrem1point5hz,rem_1_5_hz5,REM Power Density At 1.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.0 Hertz,spectrem1hz,rem_1_hz5,REM Power Density At 1.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.5 Hertz,spectrem20point5hz,rem_20_5_hz5,REM Power Density At 20.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.0 Hertz,spectrem20hz,rem_20_hz5,REM Power Density At 20.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.5 Hertz,spectrem21point5hz,rem_21_5_hz5,REM Power Density At 21.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.0 Hertz,spectrem21hz,rem_21_hz5,REM Power Density At 21.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.5 Hertz,spectrem22point5hz,rem_22_5_hz5,REM Power Density At 22.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.0 Hertz,spectrem22hz,rem_22_hz5,REM Power Density At 22.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.5 Hertz,spectrem23point5hz,rem_23_5_hz5,REM Power Density At 23.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.0 Hertz,spectrem23hz,rem_23_hz5,REM Power Density At 23.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.5 Hertz,spectrem24point5hz,rem_24_5_hz5,REM Power Density At 24.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.0 Hertz,spectrem24hz,rem_24_hz5,REM Power Density At 24.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 25.0 Hertz,spectrem25hz,rem_25_hz5,REM Power Density At 25.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.5 Hertz,spectrem2point5hz,rem_2_5_hz5,REM Power Density At 2.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.0 Hertz,spectrem2hz,rem_2_hz5,REM Power Density At 2.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.5 Hertz,spectrem3point5hz,rem_3_5_hz5,REM Power Density At 3.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.0 Hertz,spectrem3hz,rem_3_hz5,REM Power Density At 3.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.5 Hertz,spectrem4point5hz,rem_4_5_hz5,REM Power Density At 4.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.0 Hertz,spectrem4hz,rem_4_hz5,REM Power Density At 4.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.5 Hertz,spectrem5point5hz,rem_5_5_hz5,REM Power Density At 5.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.0 Hertz,spectrem5hz,rem_5_hz5,REM Power Density At 5.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.5 Hertz,spectrem6point5hz,rem_6_5_hz5,REM Power Density At 6.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.0 Hertz,spectrem6hz,rem_6_hz5,REM Power Density At 6.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.5 Hertz,spectrem7point5hz,rem_7_5_hz5,REM Power Density At 7.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.0 Hertz,spectrem7hz,rem_7_hz5,REM Power Density At 7.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.5 Hertz,spectrem8point5hz,rem_8_5_hz5,REM Power Density At 8.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.0 Hertz,spectrem8hz,rem_8_hz5,REM Power Density At 8.0 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.5 Hertz,spectrem9point5hz,rem_9_5_hz5,REM Power Density At 9.5 hertz (microvolts squared per hertz),,,,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.0 Hertz,spectrem9hz,rem_9_hz5,REM Power Density At 9.0 hertz (microvolts squared per hertz),,,,,,
